StudentSK,id_student,gender,age_band,highest_education,region,imd_band,num_of_prev_attempts,disability
23960,627569,M,0-35,A Level or Equivalent,West Midlands Region,90-100%,0,N
23961,627595,M,0-35,HE Qualification,Scotland,20-30%,0,N
23962,627620,M,0-35,Lower Than A Level,South East Region,90-100%,0,N
23963,627622,F,0-35,Lower Than A Level,South Region,90-100%,0,N
23964,627651,M,0-35,Lower Than A Level,Yorkshire Region,10-20,0,Y
23965,627679,M,35-55,Lower Than A Level,East Anglian Region,90-100%,0,N
23966,627692,M,0-35,Lower Than A Level,North Region,Unknown,0,N
23967,627717,F,0-35,A Level or Equivalent,North Western Region,20-30%,0,N
23968,627727,M,0-35,Lower Than A Level,East Anglian Region,0-10%,0,N
23969,627751,M,0-35,A Level or Equivalent,East Midlands Region,60-70%,0,N
23970,627808,F,0-35,Lower Than A Level,East Anglian Region,20-30%,0,Y
23971,627840,M,35-55,A Level or Equivalent,North Western Region,70-80%,0,N
23972,627847,M,0-35,Post Graduate Qualification,Ireland,Unknown,0,N
23973,627860,M,0-35,HE Qualification,Yorkshire Region,70-80%,0,N
23974,627886,M,0-35,Lower Than A Level,North Western Region,60-70%,0,N
23975,628004,F,0-35,A Level or Equivalent,South West Region,30-40%,0,N
23976,628010,M,0-35,A Level or Equivalent,South Region,60-70%,0,N
23977,628038,M,35-55,Lower Than A Level,East Midlands Region,40-50%,0,N
23978,628058,M,0-35,Lower Than A Level,West Midlands Region,20-30%,0,N
23979,628098,M,0-35,A Level or Equivalent,London Region,50-60%,0,N
23980,628110,M,0-35,A Level or Equivalent,Yorkshire Region,10-20,0,N
23981,628117,M,0-35,A Level or Equivalent,London Region,20-30%,0,N
23982,628140,M,0-35,A Level or Equivalent,Ireland,80-90%,0,N
23983,628143,F,0-35,A Level or Equivalent,East Midlands Region,20-30%,0,N
23984,628152,M,35-55,Lower Than A Level,London Region,60-70%,0,N
23985,628174,M,0-35,Lower Than A Level,West Midlands Region,70-80%,0,N
23986,628296,M,0-35,A Level or Equivalent,London Region,20-30%,0,N
23987,628307,M,35-55,Lower Than A Level,South Region,50-60%,0,N
23988,628323,M,0-35,Lower Than A Level,South West Region,40-50%,0,N
23989,628370,M,0-35,A Level or Equivalent,London Region,40-50%,0,N
23990,628443,M,0-35,Lower Than A Level,North Region,Unknown,0,N
23991,628476,M,0-35,Lower Than A Level,West Midlands Region,10-20,0,N
23992,628561,M,0-35,A Level or Equivalent,South Region,30-40%,0,N
23993,628666,M,0-35,Lower Than A Level,London Region,80-90%,0,N
23994,628736,F,0-35,Lower Than A Level,West Midlands Region,10-20,0,N
23995,628837,M,0-35,A Level or Equivalent,East Midlands Region,40-50%,0,N
23996,628925,F,0-35,A Level or Equivalent,East Anglian Region,50-60%,0,N
23997,628972,M,0-35,Lower Than A Level,South West Region,10-20,0,N
23998,628978,M,0-35,A Level or Equivalent,South Region,70-80%,0,N
23999,628995,M,0-35,Lower Than A Level,London Region,30-40%,0,Y
24000,629022,M,0-35,Lower Than A Level,North Region,Unknown,0,N
24001,629119,M,35-55,Lower Than A Level,South Region,30-40%,0,N
24002,629120,M,0-35,A Level or Equivalent,Scotland,20-30%,0,N
24003,629163,F,0-35,A Level or Equivalent,West Midlands Region,10-20,0,N
24004,629182,M,35-55,A Level or Equivalent,East Anglian Region,60-70%,0,N
24005,629228,M,0-35,A Level or Equivalent,East Anglian Region,90-100%,0,N
24006,629231,M,35-55,No Formal quals,North Western Region,0-10%,0,N
24007,629244,M,0-35,A Level or Equivalent,Ireland,Unknown,0,N
24008,629267,M,0-35,Lower Than A Level,North Region,80-90%,0,N
24009,629291,M,0-35,A Level or Equivalent,Wales,80-90%,0,N
24010,629303,M,0-35,A Level or Equivalent,London Region,90-100%,0,N
24011,629386,M,0-35,A Level or Equivalent,North Western Region,0-10%,0,N
24012,629404,M,0-35,Lower Than A Level,South West Region,20-30%,0,N
24013,629414,M,0-35,A Level or Equivalent,East Anglian Region,0-10%,0,N
24014,629459,M,35-55,Lower Than A Level,Scotland,60-70%,0,N
24015,629522,M,35-55,Lower Than A Level,South Region,90-100%,0,N
24016,629540,M,35-55,HE Qualification,Wales,0-10%,0,N
24017,629541,M,0-35,Lower Than A Level,East Midlands Region,50-60%,0,N
24018,629543,M,35-55,HE Qualification,London Region,20-30%,0,N
24019,629603,M,0-35,Lower Than A Level,East Midlands Region,0-10%,0,N
24020,629655,F,0-35,Lower Than A Level,Scotland,70-80%,0,N
24021,629693,M,0-35,A Level or Equivalent,London Region,30-40%,0,N
24022,629735,M,0-35,HE Qualification,South Region,20-30%,0,N
24023,629739,M,0-35,A Level or Equivalent,London Region,30-40%,0,N
24024,629762,M,0-35,Lower Than A Level,South West Region,30-40%,0,N
24025,629767,M,35-55,HE Qualification,North Region,Unknown,0,N
24026,629867,M,35-55,A Level or Equivalent,West Midlands Region,10-20,0,N
24027,629873,M,0-35,A Level or Equivalent,Yorkshire Region,40-50%,0,N
24028,629879,M,0-35,Lower Than A Level,Wales,50-60%,0,Y
24029,629881,M,0-35,A Level or Equivalent,North Western Region,60-70%,0,N
24030,629918,M,0-35,A Level or Equivalent,London Region,50-60%,0,N
24031,629928,F,0-35,Lower Than A Level,South Region,20-30%,0,N
24032,629938,M,0-35,Lower Than A Level,East Anglian Region,10-20,0,N
24033,629993,M,0-35,Lower Than A Level,South Region,70-80%,0,N
24034,630015,M,35-55,A Level or Equivalent,Ireland,Unknown,0,N
24035,630032,M,35-55,Lower Than A Level,East Midlands Region,30-40%,0,N
24036,630038,M,0-35,A Level or Equivalent,North Western Region,20-30%,0,N
24037,630045,M,0-35,Lower Than A Level,North Western Region,70-80%,0,N
24038,630083,M,0-35,A Level or Equivalent,South West Region,10-20,0,N
24039,630129,F,0-35,Lower Than A Level,Ireland,80-90%,0,N
24040,630168,M,0-35,A Level or Equivalent,South East Region,20-30%,0,Y
24041,630264,M,0-35,Lower Than A Level,East Anglian Region,20-30%,0,N
24042,630269,M,0-35,HE Qualification,London Region,0-10%,0,N
24043,630326,M,0-35,A Level or Equivalent,West Midlands Region,0-10%,0,Y
24044,630426,M,0-35,Lower Than A Level,Scotland,50-60%,0,N
24045,630435,M,0-35,No Formal quals,London Region,0-10%,0,N
24046,630488,M,0-35,A Level or Equivalent,Ireland,10-20,0,N
24047,630491,M,0-35,Lower Than A Level,South Region,10-20,0,N
24048,630574,M,0-35,Lower Than A Level,North Western Region,0-10%,0,N
24049,630634,M,35-55,HE Qualification,Scotland,20-30%,0,Y
24050,630653,M,0-35,A Level or Equivalent,East Anglian Region,40-50%,0,N
24051,630654,M,0-35,Lower Than A Level,East Anglian Region,40-50%,0,N
24052,630655,M,0-35,A Level or Equivalent,Scotland,30-40%,0,N
24053,630671,M,0-35,A Level or Equivalent,Ireland,Unknown,0,N
24054,630734,M,35-55,Lower Than A Level,North Region,Unknown,0,N
24055,630748,M,0-35,A Level or Equivalent,South Region,40-50%,0,N
24056,630759,M,0-35,No Formal quals,London Region,20-30%,0,N
24057,630782,M,0-35,A Level or Equivalent,South East Region,40-50%,0,N
24058,630804,M,0-35,Lower Than A Level,Yorkshire Region,20-30%,0,N
24059,630812,M,0-35,Lower Than A Level,West Midlands Region,40-50%,0,N
24060,630830,M,0-35,Lower Than A Level,North Region,Unknown,0,N
24061,630854,M,0-35,Lower Than A Level,London Region,60-70%,0,N
24062,630859,M,0-35,Lower Than A Level,East Midlands Region,60-70%,0,Y
24063,630867,M,0-35,Lower Than A Level,East Anglian Region,50-60%,0,N
24064,630868,M,0-35,A Level or Equivalent,South West Region,20-30%,0,N
24065,630870,M,0-35,Lower Than A Level,North Region,Unknown,0,N
24066,630924,M,0-35,Lower Than A Level,North Western Region,30-40%,0,N
24067,630937,M,0-35,A Level or Equivalent,South West Region,60-70%,0,N
24068,630950,M,0-35,Lower Than A Level,South Region,80-90%,0,N
24069,630966,M,0-35,A Level or Equivalent,North Western Region,20-30%,0,N
24070,631083,M,0-35,A Level or Equivalent,North Western Region,0-10%,0,N
24071,631099,M,35-55,A Level or Equivalent,East Midlands Region,90-100%,0,N
24072,631104,M,35-55,A Level or Equivalent,East Anglian Region,50-60%,0,N
24073,631111,M,0-35,Lower Than A Level,London Region,10-20,0,N
24074,631135,F,0-35,A Level or Equivalent,South West Region,60-70%,0,N
24075,631195,F,0-35,A Level or Equivalent,North Region,20-30%,0,Y
24076,631235,M,0-35,HE Qualification,South West Region,30-40%,0,N
24077,631311,M,0-35,HE Qualification,North Region,Unknown,0,N
24078,631327,M,0-35,Lower Than A Level,North Region,Unknown,0,N
24079,631467,F,0-35,A Level or Equivalent,South Region,Unknown,0,N
24080,631524,M,0-35,A Level or Equivalent,South West Region,20-30%,0,Y
24081,631654,M,0-35,Lower Than A Level,South Region,90-100%,0,N
24082,631673,M,0-35,Lower Than A Level,East Midlands Region,90-100%,0,N
24083,631680,F,35-55,Lower Than A Level,North Region,70-80%,0,N
24084,631701,M,0-35,No Formal quals,East Anglian Region,60-70%,0,N
24085,631719,F,0-35,A Level or Equivalent,London Region,70-80%,0,N
24086,631765,M,0-35,Lower Than A Level,East Anglian Region,80-90%,0,N
24087,631853,M,0-35,A Level or Equivalent,South West Region,30-40%,0,N
24088,631884,F,35-55,A Level or Equivalent,South Region,50-60%,0,N
24089,631913,M,0-35,A Level or Equivalent,Ireland,20-30%,0,N
24090,632019,M,35-55,A Level or Equivalent,Scotland,70-80%,0,N
24091,632044,M,35-55,Lower Than A Level,North Region,Unknown,0,N
24092,632078,M,0-35,Post Graduate Qualification,Scotland,90-100%,0,N
24093,632124,M,0-35,A Level or Equivalent,East Midlands Region,70-80%,0,N
24094,632143,F,0-35,A Level or Equivalent,London Region,0-10%,0,N
24095,632235,M,35-55,A Level or Equivalent,London Region,20-30%,0,N
24096,632258,F,35-55,A Level or Equivalent,London Region,30-40%,0,N
24097,632306,M,0-35,HE Qualification,East Midlands Region,80-90%,0,N
24098,632316,M,0-35,A Level or Equivalent,South Region,80-90%,0,N
24099,632339,M,0-35,A Level or Equivalent,North Western Region,0-10%,0,N
24100,632363,M,35-55,A Level or Equivalent,South West Region,30-40%,0,N
24101,632379,M,0-35,A Level or Equivalent,South Region,50-60%,0,Y
24102,632380,M,0-35,A Level or Equivalent,East Midlands Region,80-90%,0,N
24103,632402,F,0-35,HE Qualification,Scotland,50-60%,0,N
24104,632513,M,35-55,A Level or Equivalent,North Western Region,50-60%,0,N
24105,632544,M,0-35,No Formal quals,North Region,Unknown,0,N
24106,632588,F,0-35,A Level or Equivalent,North Region,70-80%,0,N
24107,632620,M,0-35,HE Qualification,East Anglian Region,80-90%,0,N
24108,632621,M,0-35,Lower Than A Level,London Region,10-20,0,N
24109,632623,M,0-35,No Formal quals,North Region,Unknown,0,N
24110,632634,M,0-35,A Level or Equivalent,East Midlands Region,40-50%,0,Y
24111,632698,M,0-35,Lower Than A Level,West Midlands Region,70-80%,0,N
24112,632705,M,0-35,Lower Than A Level,South Region,30-40%,0,N
24113,632759,M,0-35,Lower Than A Level,South West Region,80-90%,0,N
24114,632773,M,0-35,HE Qualification,West Midlands Region,50-60%,0,N
24115,632801,M,0-35,A Level or Equivalent,London Region,60-70%,0,N
24116,632840,F,0-35,A Level or Equivalent,North Western Region,70-80%,0,N
24117,632841,F,0-35,Lower Than A Level,East Anglian Region,30-40%,0,N
24118,632848,M,35-55,HE Qualification,East Midlands Region,10-20,0,N
24119,632895,M,0-35,A Level or Equivalent,East Anglian Region,90-100%,0,N
24120,632923,M,0-35,A Level or Equivalent,London Region,30-40%,0,N
24121,632927,M,0-35,A Level or Equivalent,North Region,10-20,0,N
24122,632947,M,0-35,Lower Than A Level,South East Region,10-20,0,N
24123,632958,M,35-55,HE Qualification,North Region,Unknown,0,N
24124,632991,M,0-35,HE Qualification,Yorkshire Region,10-20,0,N
24125,633077,M,0-35,Lower Than A Level,East Anglian Region,30-40%,0,Y
24126,633100,F,0-35,Lower Than A Level,Ireland,Unknown,0,N
24127,633102,M,0-35,Lower Than A Level,East Anglian Region,70-80%,0,N
24128,633207,M,0-35,Lower Than A Level,North Region,20-30%,0,N
24129,633219,M,0-35,Lower Than A Level,South West Region,80-90%,0,N
24130,633221,M,0-35,Lower Than A Level,South East Region,90-100%,0,Y
24131,633233,M,0-35,No Formal quals,West Midlands Region,30-40%,0,N
24132,633292,M,0-35,Lower Than A Level,East Anglian Region,20-30%,0,N
24133,633297,M,35-55,Lower Than A Level,Scotland,80-90%,0,N
24134,633305,M,0-35,Lower Than A Level,South East Region,40-50%,0,N
24135,633319,M,0-35,A Level or Equivalent,Yorkshire Region,80-90%,0,N
24136,633388,M,35-55,HE Qualification,London Region,20-30%,0,N
24137,633397,M,0-35,A Level or Equivalent,West Midlands Region,20-30%,0,N
24138,633401,F,0-35,A Level or Equivalent,South Region,90-100%,0,N
24139,633403,M,0-35,A Level or Equivalent,South East Region,10-20,0,N
24140,633411,M,0-35,A Level or Equivalent,West Midlands Region,20-30%,0,N
24141,633505,M,0-35,Lower Than A Level,West Midlands Region,90-100%,0,N
24142,633558,M,0-35,Post Graduate Qualification,North Region,Unknown,0,N
24143,633625,M,0-35,Lower Than A Level,North Region,Unknown,0,N
24144,633676,M,0-35,A Level or Equivalent,Scotland,10-20,0,Y
24145,633691,M,0-35,HE Qualification,East Anglian Region,70-80%,0,N
24146,633717,M,35-55,A Level or Equivalent,North Region,Unknown,0,N
24147,633732,M,35-55,Lower Than A Level,London Region,60-70%,0,N
24148,633739,M,0-35,Lower Than A Level,London Region,10-20,0,N
24149,633745,F,0-35,A Level or Equivalent,East Midlands Region,30-40%,0,N
24150,633773,M,0-35,Lower Than A Level,Scotland,20-30%,0,N
24151,633840,M,0-35,Lower Than A Level,Scotland,70-80%,0,N
24152,633881,M,0-35,A Level or Equivalent,East Anglian Region,10-20,0,Y
24153,633884,M,0-35,Lower Than A Level,Wales,30-40%,0,N
24154,633924,M,35-55,HE Qualification,London Region,10-20,0,N
24155,633983,M,0-35,A Level or Equivalent,London Region,30-40%,0,N
24156,634007,M,0-35,A Level or Equivalent,North Western Region,30-40%,0,N
24157,634070,F,0-35,A Level or Equivalent,South East Region,90-100%,0,N
24158,634099,M,35-55,A Level or Equivalent,London Region,0-10%,0,N
24159,634114,M,0-35,Lower Than A Level,Scotland,0-10%,0,Y
24160,634155,M,0-35,Lower Than A Level,East Midlands Region,10-20,0,N
24161,634165,M,0-35,Lower Than A Level,London Region,30-40%,0,N
24162,634187,M,0-35,A Level or Equivalent,South Region,30-40%,0,N
24163,634209,M,0-35,Lower Than A Level,South East Region,20-30%,0,N
24164,634245,M,35-55,Lower Than A Level,North Region,Unknown,0,N
24165,634252,M,0-35,A Level or Equivalent,East Midlands Region,20-30%,0,N
24166,634254,M,35-55,HE Qualification,North Western Region,70-80%,0,N
24167,634260,M,35-55,Lower Than A Level,Wales,40-50%,0,N
24168,634292,M,35-55,A Level or Equivalent,East Anglian Region,70-80%,0,N
24169,634339,M,0-35,A Level or Equivalent,North Western Region,80-90%,0,N
24170,634343,M,0-35,Lower Than A Level,North Region,Unknown,0,N
24171,634426,M,0-35,A Level or Equivalent,South Region,80-90%,0,N
24172,634427,M,0-35,A Level or Equivalent,South Region,70-80%,0,N
24173,634429,F,0-35,A Level or Equivalent,South Region,50-60%,0,N
24174,634430,F,0-35,A Level or Equivalent,East Midlands Region,20-30%,0,N
24175,634431,M,0-35,A Level or Equivalent,Yorkshire Region,20-30%,0,N
24176,634435,M,0-35,A Level or Equivalent,South Region,70-80%,0,N
24177,634479,M,35-55,HE Qualification,South West Region,80-90%,0,N
24178,634480,F,35-55,Lower Than A Level,South East Region,80-90%,0,N
24179,634539,M,0-35,A Level or Equivalent,Yorkshire Region,30-40%,0,N
24180,634616,M,35-55,Post Graduate Qualification,London Region,30-40%,0,N
24181,634635,F,35-55,HE Qualification,London Region,10-20,0,N
24182,634638,M,0-35,Lower Than A Level,South East Region,50-60%,0,N
24183,634682,M,0-35,Lower Than A Level,North Western Region,0-10%,0,N
24184,634701,M,35-55,Lower Than A Level,North Region,Unknown,0,Y
24185,634774,F,35-55,Lower Than A Level,Scotland,80-90%,0,N
24186,634784,M,35-55,A Level or Equivalent,Scotland,30-40%,0,N
24187,634796,M,0-35,Lower Than A Level,North Western Region,90-100%,0,N
24188,634820,M,35-55,Lower Than A Level,North Region,Unknown,0,N
24189,634859,F,0-35,A Level or Equivalent,London Region,10-20,0,N
24190,634918,M,0-35,Lower Than A Level,London Region,30-40%,0,N
24191,634919,M,0-35,Lower Than A Level,West Midlands Region,70-80%,0,N
24192,634924,M,0-35,HE Qualification,Scotland,Unknown,0,N
24193,634946,M,0-35,A Level or Equivalent,London Region,30-40%,0,N
24194,634979,M,0-35,A Level or Equivalent,North Western Region,70-80%,0,N
24195,634999,M,35-55,Lower Than A Level,North Region,Unknown,0,N
24196,635046,M,0-35,A Level or Equivalent,South Region,90-100%,0,N
24197,635079,M,35-55,A Level or Equivalent,Scotland,40-50%,0,N
24198,635124,M,0-35,A Level or Equivalent,South East Region,50-60%,0,N
24199,1006742,M,55<=,HE Qualification,Scotland,80-90%,1,N
24200,1017773,M,35-55,Lower Than A Level,West Midlands Region,70-80%,0,N
24201,1045091,M,55<=,A Level or Equivalent,North Western Region,20-30%,0,N
24202,1072259,M,35-55,HE Qualification,North Western Region,60-70%,0,N
24203,1290731,M,35-55,Lower Than A Level,North Western Region,10-20,0,N
24204,1398489,M,35-55,Lower Than A Level,North Region,Unknown,0,N
24205,1450604,M,35-55,A Level or Equivalent,North Region,70-80%,0,N
24206,1465407,M,35-55,A Level or Equivalent,East Midlands Region,50-60%,0,N
24207,1498823,M,35-55,Lower Than A Level,South West Region,40-50%,2,N
24208,1526059,M,35-55,HE Qualification,South Region,90-100%,0,N
24209,1528232,F,35-55,A Level or Equivalent,South West Region,0-10%,2,N
24210,1548052,F,35-55,A Level or Equivalent,Ireland,30-40%,0,N
24211,1578222,M,35-55,HE Qualification,East Midlands Region,40-50%,0,N
24212,1588621,M,35-55,A Level or Equivalent,North Western Region,0-10%,0,N
24213,1615392,M,35-55,Lower Than A Level,East Midlands Region,80-90%,0,N
24214,1627052,M,35-55,HE Qualification,Scotland,80-90%,0,N
24215,1641117,F,35-55,Lower Than A Level,South East Region,90-100%,0,N
24216,1683192,M,35-55,A Level or Equivalent,South East Region,20-30%,0,Y
24217,1683803,F,35-55,HE Qualification,London Region,20-30%,0,N
24218,1738364,M,35-55,HE Qualification,South Region,90-100%,0,N
24219,1744817,F,35-55,A Level or Equivalent,South West Region,30-40%,0,N
24220,1757662,M,35-55,HE Qualification,Ireland,Unknown,0,N
24221,1768223,M,55<=,Lower Than A Level,North Western Region,80-90%,0,N
24222,1799963,M,35-55,HE Qualification,Ireland,30-40%,0,N
24223,1875728,M,35-55,A Level or Equivalent,Ireland,80-90%,0,N
24224,1884024,M,35-55,Lower Than A Level,South Region,90-100%,0,N
24225,1892879,M,35-55,Lower Than A Level,London Region,30-40%,0,N
24226,1919240,M,0-35,Lower Than A Level,East Anglian Region,60-70%,0,N
24227,1928947,M,35-55,A Level or Equivalent,Wales,70-80%,0,N
24228,1933534,M,35-55,HE Qualification,West Midlands Region,30-40%,1,N
24229,1939193,F,0-35,HE Qualification,Ireland,Unknown,0,N
24230,1961652,F,0-35,Lower Than A Level,South West Region,70-80%,0,N
24231,1984169,M,35-55,HE Qualification,Scotland,50-60%,0,N
24232,1999952,M,35-55,HE Qualification,Scotland,80-90%,0,N
24233,2010245,M,35-55,A Level or Equivalent,North Western Region,60-70%,0,N
24234,2022750,M,35-55,Lower Than A Level,Scotland,30-40%,0,N
24235,2025233,M,35-55,A Level or Equivalent,London Region,40-50%,0,N
24236,2055321,M,35-55,HE Qualification,Ireland,Unknown,0,N
24237,2058815,M,0-35,Lower Than A Level,West Midlands Region,80-90%,0,N
24238,2074627,M,0-35,Lower Than A Level,Scotland,40-50%,0,N
24239,2095576,M,0-35,A Level or Equivalent,South East Region,80-90%,0,N
24240,2097046,M,35-55,Lower Than A Level,Wales,60-70%,0,N
24241,2114529,M,0-35,Lower Than A Level,East Anglian Region,20-30%,0,N
24242,2131008,M,35-55,A Level or Equivalent,London Region,50-60%,0,N
24243,2156172,M,35-55,A Level or Equivalent,South Region,40-50%,0,N
24244,2161710,M,35-55,A Level or Equivalent,Wales,70-80%,2,N
24245,2164266,M,0-35,Lower Than A Level,East Anglian Region,30-40%,3,Y
24246,2176759,M,35-55,HE Qualification,Yorkshire Region,30-40%,0,N
24247,2186992,M,0-35,Lower Than A Level,West Midlands Region,40-50%,1,Y
24248,2209846,M,35-55,Lower Than A Level,East Midlands Region,40-50%,0,N
24249,2222615,M,35-55,A Level or Equivalent,Wales,70-80%,0,N
24250,2238019,M,0-35,Lower Than A Level,North Region,10-20,0,N
24251,2239539,M,35-55,HE Qualification,North Western Region,0-10%,0,N
24252,2242595,M,0-35,Lower Than A Level,London Region,60-70%,3,N
24253,2242732,M,35-55,HE Qualification,South West Region,90-100%,0,N
24254,2244285,M,0-35,A Level or Equivalent,East Anglian Region,40-50%,0,N
24255,2264054,M,35-55,Lower Than A Level,London Region,70-80%,0,N
24256,2265419,M,35-55,A Level or Equivalent,South West Region,30-40%,0,N
24257,2270880,M,35-55,Lower Than A Level,West Midlands Region,0-10%,0,Y
24258,2298316,F,0-35,Lower Than A Level,South East Region,20-30%,0,N
24259,2299808,M,35-55,A Level or Equivalent,Wales,90-100%,0,N
24260,2303413,F,35-55,A Level or Equivalent,East Anglian Region,40-50%,0,N
24261,2306016,M,0-35,HE Qualification,Wales,20-30%,0,N
24262,2322813,F,0-35,A Level or Equivalent,Scotland,50-60%,0,N
24263,2336654,M,35-55,HE Qualification,Scotland,50-60%,0,N
24264,2337362,M,0-35,HE Qualification,Scotland,20-30%,0,N
24265,2345438,M,35-55,Lower Than A Level,Ireland,30-40%,0,N
24266,2355214,F,35-55,Post Graduate Qualification,Scotland,60-70%,2,N
24267,2360071,M,0-35,HE Qualification,London Region,80-90%,0,N
24268,2383307,M,0-35,A Level or Equivalent,South Region,50-60%,0,N
24269,2413895,M,35-55,Lower Than A Level,Scotland,60-70%,1,Y
24270,2419081,M,35-55,Lower Than A Level,North Western Region,60-70%,0,N
24271,2426332,M,0-35,HE Qualification,East Anglian Region,50-60%,0,N
24272,2437930,M,0-35,A Level or Equivalent,Scotland,80-90%,1,N
24273,2448082,F,0-35,Lower Than A Level,East Anglian Region,50-60%,0,N
24274,2462281,F,35-55,A Level or Equivalent,London Region,20-30%,0,Y
24275,2480886,F,0-35,A Level or Equivalent,East Anglian Region,80-90%,0,Y
24276,2481482,M,35-55,HE Qualification,London Region,40-50%,0,N
24277,2492219,M,35-55,HE Qualification,London Region,20-30%,0,N
24278,2492787,M,0-35,Lower Than A Level,North Western Region,30-40%,3,N
24279,2494338,M,35-55,Lower Than A Level,North Western Region,30-40%,0,Y
24280,2503799,M,35-55,A Level or Equivalent,London Region,10-20,0,N
24281,2516163,M,35-55,HE Qualification,West Midlands Region,70-80%,0,N
24282,2517983,M,35-55,A Level or Equivalent,Scotland,80-90%,1,N
24283,2523915,M,0-35,HE Qualification,Yorkshire Region,40-50%,1,N
24284,2524794,F,35-55,HE Qualification,London Region,0-10%,0,N
24285,2525633,F,0-35,A Level or Equivalent,East Anglian Region,60-70%,0,Y
24286,2532785,F,0-35,A Level or Equivalent,Yorkshire Region,40-50%,0,N
24287,2543637,M,0-35,Lower Than A Level,Yorkshire Region,0-10%,0,N
24288,2545629,F,0-35,A Level or Equivalent,East Midlands Region,0-10%,0,Y
24289,2554552,F,0-35,A Level or Equivalent,Wales,30-40%,0,N
24290,2561313,F,0-35,HE Qualification,North Western Region,0-10%,0,N
24291,2564619,M,0-35,HE Qualification,South Region,90-100%,0,N
24292,2569942,F,0-35,A Level or Equivalent,West Midlands Region,40-50%,0,Y
24293,2570929,M,35-55,Lower Than A Level,East Anglian Region,90-100%,0,N
24294,2575119,M,35-55,A Level or Equivalent,Ireland,50-60%,2,N
24295,2581536,M,0-35,A Level or Equivalent,North Western Region,60-70%,0,N
24296,2581654,M,35-55,A Level or Equivalent,North Western Region,50-60%,0,N
24297,2583997,M,0-35,Lower Than A Level,West Midlands Region,20-30%,0,N
24298,2585330,F,35-55,HE Qualification,Scotland,30-40%,0,N
24299,2589352,M,35-55,Lower Than A Level,Wales,30-40%,0,N
24300,2590531,M,0-35,Lower Than A Level,London Region,40-50%,0,N
24301,2593175,M,0-35,Lower Than A Level,North Region,60-70%,0,N
24302,2595058,M,0-35,A Level or Equivalent,West Midlands Region,10-20,0,Y
24303,2602542,M,35-55,Post Graduate Qualification,Scotland,90-100%,1,N
24304,2604975,M,35-55,HE Qualification,Scotland,20-30%,0,Y
24305,2606636,M,0-35,A Level or Equivalent,North Western Region,10-20,0,N
24306,2606890,M,0-35,A Level or Equivalent,Yorkshire Region,70-80%,0,N
24307,2609955,M,0-35,HE Qualification,Wales,10-20,0,N
24308,2616978,M,0-35,A Level or Equivalent,South West Region,80-90%,0,N
24309,2619719,M,35-55,Lower Than A Level,South Region,40-50%,0,N
24310,2620930,M,0-35,A Level or Equivalent,London Region,40-50%,0,N
24311,2625021,M,35-55,Lower Than A Level,South Region,60-70%,0,N
24312,2634654,M,35-55,A Level or Equivalent,London Region,30-40%,0,N
24313,2636921,M,35-55,Lower Than A Level,South West Region,30-40%,0,N
24314,2652268,F,35-55,A Level or Equivalent,West Midlands Region,0-10%,0,N
24315,2653007,M,0-35,Lower Than A Level,Scotland,20-30%,0,N
24316,2659650,F,35-55,A Level or Equivalent,North Western Region,10-20,0,N
24317,2661827,M,0-35,Lower Than A Level,East Anglian Region,70-80%,0,N
24318,2666213,M,0-35,HE Qualification,North Western Region,0-10%,0,N
24319,2666831,M,35-55,HE Qualification,North Western Region,10-20,0,N
24320,2667478,M,35-55,Lower Than A Level,North Western Region,80-90%,0,N
24321,2674773,M,35-55,HE Qualification,East Anglian Region,60-70%,0,N
24322,2675061,M,0-35,Lower Than A Level,West Midlands Region,30-40%,1,N
24323,2681270,M,35-55,A Level or Equivalent,South Region,30-40%,0,N
24324,2684417,M,0-35,Lower Than A Level,East Anglian Region,80-90%,2,Y
24325,2689210,M,0-35,Lower Than A Level,Yorkshire Region,0-10%,0,Y
24326,2697630,M,0-35,HE Qualification,East Midlands Region,60-70%,1,N
24327,2697885,M,0-35,Lower Than A Level,South East Region,30-40%,1,N
24328,31296,M,0-35,Lower Than A Level,East Midlands Region,30-40%,1,N
24329,35747,M,35-55,A Level or Equivalent,North Western Region,0-10%,0,N
24330,35796,M,0-35,A Level or Equivalent,Wales,20-30%,0,N
24331,40857,F,0-35,A Level or Equivalent,North Western Region,30-40%,0,Y
24332,40878,M,0-35,Lower Than A Level,North Western Region,0-10%,0,N
24333,42552,F,0-35,A Level or Equivalent,East Anglian Region,80-90%,0,N
24334,45423,M,35-55,Lower Than A Level,South West Region,70-80%,0,N
24335,47861,M,0-35,A Level or Equivalent,South East Region,50-60%,0,Y
24336,52275,M,0-35,No Formal quals,London Region,0-10%,0,N
24337,54772,M,0-35,Lower Than A Level,South Region,90-100%,0,N
24338,56637,M,0-35,Lower Than A Level,East Midlands Region,50-60%,0,Y
24339,56667,M,35-55,Lower Than A Level,Yorkshire Region,40-50%,2,N
24340,58884,M,35-55,A Level or Equivalent,South Region,40-50%,0,Y
24341,61297,F,0-35,No Formal quals,East Midlands Region,0-10%,0,N
24342,64427,M,0-35,A Level or Equivalent,London Region,0-10%,0,N
24343,64777,M,0-35,Lower Than A Level,North Western Region,30-40%,1,Y
24344,66892,M,0-35,A Level or Equivalent,London Region,20-30%,1,N
24345,69439,M,0-35,Lower Than A Level,East Midlands Region,80-90%,0,N
