ResourceSK,id_site,code_module,code_presentation,activity_type,week_from,week_to,resource_full_id,activity_category
4650,716685,FFF,2013J,subpage,,,FFF_2013J_716685,Content
4651,716864,FFF,2013J,url,,,FFF_2013J_716864,Content
4652,716332,FFF,2013J,oucontent,28.0,28.0,FFF_2013J_716332,Other
4653,716722,FFF,2013J,resource,,,FFF_2013J_716722,Content
4654,716896,FFF,2013J,url,14.0,14.0,FFF_2013J_716896,Content
4655,716361,FFF,2013J,page,12.0,12.0,FFF_2013J_716361,Content
4656,716753,FFF,2013J,resource,,,FFF_2013J_716753,Content
4657,716925,FFF,2013J,url,21.0,21.0,FFF_2013J_716925,Content
4658,716438,FFF,2013J,quiz,10.0,10.0,FFF_2013J_716438,Assessment
4659,716793,FFF,2013J,resource,,,FFF_2013J_716793,Content
4660,716957,FFF,2013J,url,27.0,27.0,FFF_2013J_716957,Content
4661,716262,FFF,2013J,oucontent,29.0,29.0,FFF_2013J_716262,Other
4662,716649,FFF,2013J,subpage,1.0,1.0,FFF_2013J_716649,Content
4663,716828,FFF,2013J,resource,,,FFF_2013J_716828,Content
4664,716991,FFF,2013J,dualpane,,,FFF_2013J_716991,Other
4665,716295,FFF,2013J,oucontent,11.0,11.0,FFF_2013J_716295,Other
4666,716682,FFF,2013J,subpage,,,FFF_2013J_716682,Content
4667,716861,FFF,2013J,url,,,FFF_2013J_716861,Content
4668,716328,FFF,2013J,oucontent,9.0,9.0,FFF_2013J_716328,Other
4669,716719,FFF,2013J,resource,,,FFF_2013J_716719,Content
4670,716893,FFF,2013J,url,14.0,14.0,FFF_2013J_716893,Content
4671,716358,FFF,2013J,page,1.0,1.0,FFF_2013J_716358,Content
4672,716750,FFF,2013J,resource,,,FFF_2013J_716750,Content
4673,716922,FFF,2013J,url,21.0,21.0,FFF_2013J_716922,Content
4674,716435,FFF,2013J,quiz,,,FFF_2013J_716435,Assessment
4675,716790,FFF,2013J,resource,,,FFF_2013J_716790,Content
4676,716954,FFF,2013J,url,27.0,27.0,FFF_2013J_716954,Content
4677,716259,FFF,2013J,oucontent,24.0,24.0,FFF_2013J_716259,Other
4678,716646,FFF,2013J,subpage,11.0,11.0,FFF_2013J_716646,Content
4679,716825,FFF,2013J,resource,,,FFF_2013J_716825,Content
4680,716988,FFF,2013J,oucollaborate,,,FFF_2013J_716988,Other
4681,716292,FFF,2013J,oucontent,11.0,11.0,FFF_2013J_716292,Other
4682,716679,FFF,2013J,subpage,,,FFF_2013J_716679,Content
4683,716858,FFF,2013J,url,18.0,18.0,FFF_2013J_716858,Content
4684,716325,FFF,2013J,oucontent,3.0,3.0,FFF_2013J_716325,Other
4685,716715,FFF,2013J,resource,,,FFF_2013J_716715,Content
4686,716890,FFF,2013J,url,12.0,12.0,FFF_2013J_716890,Content
4687,716355,FFF,2013J,page,,,FFF_2013J_716355,Content
4688,716747,FFF,2013J,resource,,,FFF_2013J_716747,Content
4689,716919,FFF,2013J,url,20.0,20.0,FFF_2013J_716919,Content
4690,716432,FFF,2013J,quiz,,,FFF_2013J_716432,Assessment
4691,716781,FFF,2013J,resource,,,FFF_2013J_716781,Content
4692,716787,FFF,2013J,resource,,,FFF_2013J_716787,Content
4693,716951,FFF,2013J,url,27.0,27.0,FFF_2013J_716951,Content
4694,716256,FFF,2013J,oucontent,20.0,20.0,FFF_2013J_716256,Other
4695,716643,FFF,2013J,subpage,,,FFF_2013J_716643,Content
4696,716822,FFF,2013J,resource,,,FFF_2013J_716822,Content
4697,716985,FFF,2013J,oucollaborate,,,FFF_2013J_716985,Other
4698,716289,FFF,2013J,oucontent,10.0,10.0,FFF_2013J_716289,Other
4699,716675,FFF,2013J,subpage,,,FFF_2013J_716675,Content
4700,716854,FFF,2013J,url,18.0,18.0,FFF_2013J_716854,Content
4701,716322,FFF,2013J,oucontent,5.0,5.0,FFF_2013J_716322,Other
4702,716711,FFF,2013J,resource,,,FFF_2013J_716711,Content
4703,716887,FFF,2013J,url,10.0,10.0,FFF_2013J_716887,Content
4704,716744,FFF,2013J,resource,,,FFF_2013J_716744,Content
4705,716916,FFF,2013J,url,20.0,20.0,FFF_2013J_716916,Content
4706,716420,FFF,2013J,repeatactivity,8.0,8.0,FFF_2013J_716420,Other
4707,716778,FFF,2013J,resource,,,FFF_2013J_716778,Content
4708,716784,FFF,2013J,resource,,,FFF_2013J_716784,Content
4709,716948,FFF,2013J,url,26.0,26.0,FFF_2013J_716948,Content
4710,716253,FFF,2013J,oucontent,12.0,12.0,FFF_2013J_716253,Other
4711,716640,FFF,2013J,subpage,,,FFF_2013J_716640,Content
4712,716819,FFF,2013J,resource,,,FFF_2013J_716819,Content
4713,716982,FFF,2013J,oucollaborate,,,FFF_2013J_716982,Other
4714,716286,FFF,2013J,oucontent,9.0,9.0,FFF_2013J_716286,Other
4715,716672,FFF,2013J,subpage,,,FFF_2013J_716672,Content
4716,716851,FFF,2013J,url,,,FFF_2013J_716851,Content
4717,716319,FFF,2013J,oucontent,16.0,16.0,FFF_2013J_716319,Other
4718,716707,FFF,2013J,resource,,,FFF_2013J_716707,Content
4719,716884,FFF,2013J,url,3.0,3.0,FFF_2013J_716884,Content
4720,716352,FFF,2013J,page,,,FFF_2013J_716352,Content
4721,716741,FFF,2013J,resource,,,FFF_2013J_716741,Content
4722,716913,FFF,2013J,url,18.0,18.0,FFF_2013J_716913,Content
4723,716384,FFF,2013J,ouwiki,,,FFF_2013J_716384,Other
4724,716775,FFF,2013J,resource,,,FFF_2013J_716775,Content
4725,716244,FFF,2013J,oucontent,25.0,25.0,FFF_2013J_716244,Other
4726,716945,FFF,2013J,url,25.0,25.0,FFF_2013J_716945,Content
4727,716250,FFF,2013J,oucontent,11.0,11.0,FFF_2013J_716250,Other
4728,716637,FFF,2013J,subpage,15.0,15.0,FFF_2013J_716637,Content
4729,716816,FFF,2013J,resource,,,FFF_2013J_716816,Content
4730,716979,FFF,2013J,oucollaborate,,,FFF_2013J_716979,Other
4731,716283,FFF,2013J,oucontent,8.0,8.0,FFF_2013J_716283,Other
4732,716669,FFF,2013J,subpage,18.0,18.0,FFF_2013J_716669,Content
4733,716848,FFF,2013J,url,24.0,24.0,FFF_2013J_716848,Content
4734,716315,FFF,2013J,oucontent,15.0,15.0,FFF_2013J_716315,Other
4735,716704,FFF,2013J,resource,,,FFF_2013J_716704,Content
4736,716881,FFF,2013J,url,2.0,2.0,FFF_2013J_716881,Content
4737,716349,FFF,2013J,page,,,FFF_2013J_716349,Content
4738,716910,FFF,2013J,url,18.0,18.0,FFF_2013J_716910,Content
4739,716379,FFF,2013J,ouwiki,,,FFF_2013J_716379,Other
4740,716771,FFF,2013J,resource,,,FFF_2013J_716771,Content
4741,716241,FFF,2013J,oucontent,16.0,16.0,FFF_2013J_716241,Other
4742,716942,FFF,2013J,url,24.0,24.0,FFF_2013J_716942,Content
4743,716247,FFF,2013J,oucontent,,,FFF_2013J_716247,Other
4744,716455,FFF,2013J,questionnaire,27.0,27.0,FFF_2013J_716455,Assessment
4745,716813,FFF,2013J,resource,18.0,18.0,FFF_2013J_716813,Content
4746,716976,FFF,2013J,oucollaborate,,,FFF_2013J_716976,Other
4747,716280,FFF,2013J,oucontent,8.0,8.0,FFF_2013J_716280,Other
4748,716666,FFF,2013J,subpage,,,FFF_2013J_716666,Content
4749,716845,FFF,2013J,url,20.0,20.0,FFF_2013J_716845,Content
4750,716312,FFF,2013J,oucontent,28.0,28.0,FFF_2013J_716312,Other
4751,716700,FFF,2013J,resource,,,FFF_2013J_716700,Content
4752,716878,FFF,2013J,url,1.0,1.0,FFF_2013J_716878,Content
4753,716346,FFF,2013J,oucontent,,,FFF_2013J_716346,Other
4754,716737,FFF,2013J,resource,,,FFF_2013J_716737,Content
4755,716907,FFF,2013J,url,18.0,18.0,FFF_2013J_716907,Content
4756,716376,FFF,2013J,ouwiki,25.0,25.0,FFF_2013J_716376,Other
4757,716768,FFF,2013J,resource,,,FFF_2013J_716768,Content
4758,716238,FFF,2013J,homepage,,,FFF_2013J_716238,Content
4759,716939,FFF,2013J,url,23.0,23.0,FFF_2013J_716939,Content
4760,716452,FFF,2013J,questionnaire,24.0,24.0,FFF_2013J_716452,Assessment
4761,716810,FFF,2013J,resource,18.0,18.0,FFF_2013J_716810,Content
4762,716973,FFF,2013J,url,,,FFF_2013J_716973,Content
4763,716277,FFF,2013J,oucontent,2.0,2.0,FFF_2013J_716277,Other
4764,716663,FFF,2013J,subpage,,,FFF_2013J_716663,Content
4765,716842,FFF,2013J,url,22.0,22.0,FFF_2013J_716842,Content
4766,716309,FFF,2013J,oucontent,26.0,26.0,FFF_2013J_716309,Other
4767,716697,FFF,2013J,resource,,,FFF_2013J_716697,Content
4768,716875,FFF,2013J,url,1.0,1.0,FFF_2013J_716875,Content
4769,716343,FFF,2013J,oucontent,8.0,8.0,FFF_2013J_716343,Other
4770,716734,FFF,2013J,resource,,,FFF_2013J_716734,Content
4771,716904,FFF,2013J,url,18.0,18.0,FFF_2013J_716904,Content
4772,716372,FFF,2013J,page,29.0,29.0,FFF_2013J_716372,Content
4773,716765,FFF,2013J,resource,,,FFF_2013J_716765,Content
4774,716222,FFF,2013J,forumng,,,FFF_2013J_716222,Discussion
4775,716936,FFF,2013J,url,23.0,23.0,FFF_2013J_716936,Content
4776,716449,FFF,2013J,questionnaire,20.0,20.0,FFF_2013J_716449,Assessment
4777,716807,FFF,2013J,resource,,,FFF_2013J_716807,Content
4778,716970,FFF,2013J,url,,,FFF_2013J_716970,Content
4779,716274,FFF,2013J,oucontent,15.0,15.0,FFF_2013J_716274,Other
4780,716660,FFF,2013J,subpage,,,FFF_2013J_716660,Content
4781,716839,FFF,2013J,url,21.0,21.0,FFF_2013J_716839,Content
4782,716306,FFF,2013J,oucontent,25.0,25.0,FFF_2013J_716306,Other
4783,716694,FFF,2013J,resource,,,FFF_2013J_716694,Content
4784,716872,FFF,2013J,url,13.0,13.0,FFF_2013J_716872,Content
4785,716340,FFF,2013J,oucontent,28.0,28.0,FFF_2013J_716340,Other
4786,716730,FFF,2013J,resource,,,FFF_2013J_716730,Content
4787,716901,FFF,2013J,url,18.0,18.0,FFF_2013J_716901,Content
4788,716369,FFF,2013J,page,29.0,29.0,FFF_2013J_716369,Content
4789,716761,FFF,2013J,resource,,,FFF_2013J_716761,Content
4790,716219,FFF,2013J,forumng,,,FFF_2013J_716219,Discussion
4791,716933,FFF,2013J,url,22.0,22.0,FFF_2013J_716933,Content
4792,716446,FFF,2013J,questionnaire,5.0,5.0,FFF_2013J_716446,Assessment
4793,716804,FFF,2013J,resource,,,FFF_2013J_716804,Content
4794,716967,FFF,2013J,url,,,FFF_2013J_716967,Content
4795,716271,FFF,2013J,oucontent,,,FFF_2013J_716271,Other
4796,716657,FFF,2013J,subpage,14.0,14.0,FFF_2013J_716657,Content
4797,716836,FFF,2013J,resource,,,FFF_2013J_716836,Content
4798,717016,FFF,2013J,dataplus,,,FFF_2013J_717016,Other
4799,716303,FFF,2013J,oucontent,22.0,22.0,FFF_2013J_716303,Other
4800,716690,FFF,2013J,subpage,,,FFF_2013J_716690,Content
4801,716869,FFF,2013J,url,,,FFF_2013J_716869,Content
4802,716337,FFF,2013J,oucontent,9.0,9.0,FFF_2013J_716337,Other
4803,716727,FFF,2013J,resource,28.0,28.0,FFF_2013J_716727,Content
4804,716366,FFF,2013J,page,29.0,29.0,FFF_2013J_716366,Content
4805,716758,FFF,2013J,resource,,,FFF_2013J_716758,Content
4806,716215,FFF,2013J,glossary,,,FFF_2013J_716215,Other
4807,716930,FFF,2013J,url,22.0,22.0,FFF_2013J_716930,Content
4808,716443,FFF,2013J,questionnaire,19.0,19.0,FFF_2013J_716443,Assessment
4809,716800,FFF,2013J,resource,,,FFF_2013J_716800,Content
4810,716962,FFF,2013J,url,28.0,28.0,FFF_2013J_716962,Content
4811,716268,FFF,2013J,oucontent,,,FFF_2013J_716268,Other
4812,716654,FFF,2013J,subpage,13.0,13.0,FFF_2013J_716654,Content
4813,716833,FFF,2013J,resource,,,FFF_2013J_716833,Content
4814,717013,FFF,2013J,dataplus,,,FFF_2013J_717013,Other
4815,716300,FFF,2013J,oucontent,8.0,8.0,FFF_2013J_716300,Other
4816,716687,FFF,2013J,subpage,,,FFF_2013J_716687,Content
4817,716866,FFF,2013J,url,,,FFF_2013J_716866,Content
4818,716334,FFF,2013J,oucontent,19.0,19.0,FFF_2013J_716334,Other
4819,716724,FFF,2013J,resource,,,FFF_2013J_716724,Content
4820,716898,FFF,2013J,url,16.0,16.0,FFF_2013J_716898,Content
4821,716363,FFF,2013J,page,27.0,27.0,FFF_2013J_716363,Content
4822,716755,FFF,2013J,resource,,,FFF_2013J_716755,Content
4823,716927,FFF,2013J,url,21.0,21.0,FFF_2013J_716927,Content
4824,716440,FFF,2013J,quiz,,,FFF_2013J_716440,Assessment
4825,716795,FFF,2013J,resource,,,FFF_2013J_716795,Content
4826,716959,FFF,2013J,url,28.0,28.0,FFF_2013J_716959,Content
4827,716265,FFF,2013J,oucontent,26.0,26.0,FFF_2013J_716265,Other
4828,716651,FFF,2013J,subpage,18.0,18.0,FFF_2013J_716651,Content
4829,716830,FFF,2013J,resource,,,FFF_2013J_716830,Content
4830,716993,FFF,2013J,dualpane,,,FFF_2013J_716993,Other
4831,716297,FFF,2013J,oucontent,16.0,16.0,FFF_2013J_716297,Other
4832,716684,FFF,2013J,subpage,,,FFF_2013J_716684,Content
4833,716863,FFF,2013J,url,,,FFF_2013J_716863,Content
4834,716330,FFF,2013J,oucontent,11.0,11.0,FFF_2013J_716330,Other
4835,716721,FFF,2013J,resource,,,FFF_2013J_716721,Content
4836,716895,FFF,2013J,url,14.0,14.0,FFF_2013J_716895,Content
4837,716360,FFF,2013J,page,12.0,12.0,FFF_2013J_716360,Content
4838,716752,FFF,2013J,resource,,,FFF_2013J_716752,Content
4839,716924,FFF,2013J,url,21.0,21.0,FFF_2013J_716924,Content
4840,716437,FFF,2013J,quiz,10.0,10.0,FFF_2013J_716437,Assessment
4841,716792,FFF,2013J,resource,,,FFF_2013J_716792,Content
4842,716956,FFF,2013J,url,27.0,27.0,FFF_2013J_716956,Content
4843,716261,FFF,2013J,oucontent,,,FFF_2013J_716261,Other
4844,716648,FFF,2013J,subpage,12.0,12.0,FFF_2013J_716648,Content
4845,716827,FFF,2013J,resource,,,FFF_2013J_716827,Content
4846,716990,FFF,2013J,dualpane,7.0,7.0,FFF_2013J_716990,Other
4847,716294,FFF,2013J,oucontent,13.0,13.0,FFF_2013J_716294,Other
4848,716681,FFF,2013J,subpage,29.0,29.0,FFF_2013J_716681,Content
4849,716860,FFF,2013J,url,,,FFF_2013J_716860,Content
4850,716327,FFF,2013J,oucontent,13.0,13.0,FFF_2013J_716327,Other
4851,716717,FFF,2013J,resource,,,FFF_2013J_716717,Content
4852,716892,FFF,2013J,url,13.0,13.0,FFF_2013J_716892,Content
4853,716357,FFF,2013J,page,,,FFF_2013J_716357,Content
4854,716749,FFF,2013J,resource,4.0,4.0,FFF_2013J_716749,Content
4855,716921,FFF,2013J,url,21.0,21.0,FFF_2013J_716921,Content
4856,716434,FFF,2013J,quiz,,,FFF_2013J_716434,Assessment
4857,716783,FFF,2013J,resource,,,FFF_2013J_716783,Content
4858,716789,FFF,2013J,resource,,,FFF_2013J_716789,Content
4859,716953,FFF,2013J,url,27.0,27.0,FFF_2013J_716953,Content
4860,716258,FFF,2013J,oucontent,23.0,23.0,FFF_2013J_716258,Other
4861,716645,FFF,2013J,subpage,,,FFF_2013J_716645,Content
4862,716824,FFF,2013J,resource,,,FFF_2013J_716824,Content
4863,716987,FFF,2013J,oucollaborate,,,FFF_2013J_716987,Other
4864,716291,FFF,2013J,oucontent,11.0,11.0,FFF_2013J_716291,Other
4865,716678,FFF,2013J,subpage,,,FFF_2013J_716678,Content
4866,716856,FFF,2013J,url,,,FFF_2013J_716856,Content
4867,716324,FFF,2013J,oucontent,,,FFF_2013J_716324,Other
4868,716714,FFF,2013J,resource,,,FFF_2013J_716714,Content
4869,716889,FFF,2013J,url,11.0,11.0,FFF_2013J_716889,Content
4870,716354,FFF,2013J,page,,,FFF_2013J_716354,Content
4871,716746,FFF,2013J,resource,21.0,21.0,FFF_2013J_716746,Content
4872,716918,FFF,2013J,url,20.0,20.0,FFF_2013J_716918,Content
4873,716431,FFF,2013J,quiz,,,FFF_2013J_716431,Assessment
4874,716780,FFF,2013J,resource,,,FFF_2013J_716780,Content
4875,716786,FFF,2013J,resource,13.0,13.0,FFF_2013J_716786,Content
4876,716950,FFF,2013J,url,27.0,27.0,FFF_2013J_716950,Content
4877,716255,FFF,2013J,oucontent,28.0,28.0,FFF_2013J_716255,Other
4878,716642,FFF,2013J,subpage,16.0,16.0,FFF_2013J_716642,Content
4879,716821,FFF,2013J,resource,,,FFF_2013J_716821,Content
4880,716984,FFF,2013J,oucollaborate,,,FFF_2013J_716984,Other
4881,716288,FFF,2013J,oucontent,11.0,11.0,FFF_2013J_716288,Other
4882,716674,FFF,2013J,subpage,,,FFF_2013J_716674,Content
4883,716853,FFF,2013J,url,15.0,15.0,FFF_2013J_716853,Content
4884,716321,FFF,2013J,oucontent,6.0,6.0,FFF_2013J_716321,Other
4885,716709,FFF,2013J,resource,,,FFF_2013J_716709,Content
4886,716886,FFF,2013J,url,10.0,10.0,FFF_2013J_716886,Content
4887,716743,FFF,2013J,resource,,,FFF_2013J_716743,Content
4888,716915,FFF,2013J,url,20.0,20.0,FFF_2013J_716915,Content
4889,716409,FFF,2013J,repeatactivity,6.0,6.0,FFF_2013J_716409,Other
4890,716777,FFF,2013J,resource,,,FFF_2013J_716777,Content
4891,716246,FFF,2013J,oucontent,,,FFF_2013J_716246,Other
4892,716947,FFF,2013J,url,26.0,26.0,FFF_2013J_716947,Content
4893,716252,FFF,2013J,oucontent,7.0,7.0,FFF_2013J_716252,Other
4894,716639,FFF,2013J,subpage,9.0,9.0,FFF_2013J_716639,Content
4895,716818,FFF,2013J,resource,,,FFF_2013J_716818,Content
4896,716981,FFF,2013J,oucollaborate,,,FFF_2013J_716981,Other
4897,716285,FFF,2013J,oucontent,9.0,9.0,FFF_2013J_716285,Other
4898,716671,FFF,2013J,subpage,,,FFF_2013J_716671,Content
4899,716850,FFF,2013J,url,21.0,21.0,FFF_2013J_716850,Content
4900,716318,FFF,2013J,oucontent,,,FFF_2013J_716318,Other
4901,716706,FFF,2013J,resource,,,FFF_2013J_716706,Content
4902,716883,FFF,2013J,url,3.0,3.0,FFF_2013J_716883,Content
4903,716351,FFF,2013J,page,,,FFF_2013J_716351,Content
4904,716912,FFF,2013J,url,18.0,18.0,FFF_2013J_716912,Content
4905,716383,FFF,2013J,ouwiki,,,FFF_2013J_716383,Other
4906,716773,FFF,2013J,resource,,,FFF_2013J_716773,Content
4907,716243,FFF,2013J,oucontent,26.0,26.0,FFF_2013J_716243,Other
4908,716944,FFF,2013J,url,25.0,25.0,FFF_2013J_716944,Content
4909,716249,FFF,2013J,oucontent,29.0,29.0,FFF_2013J_716249,Other
4910,716636,FFF,2013J,subpage,8.0,8.0,FFF_2013J_716636,Content
4911,716815,FFF,2013J,resource,,,FFF_2013J_716815,Content
4912,716978,FFF,2013J,oucollaborate,,,FFF_2013J_716978,Other
4913,716282,FFF,2013J,oucontent,8.0,8.0,FFF_2013J_716282,Other
4914,716668,FFF,2013J,subpage,27.0,27.0,FFF_2013J_716668,Content
4915,716847,FFF,2013J,url,27.0,27.0,FFF_2013J_716847,Content
4916,716314,FFF,2013J,oucontent,28.0,28.0,FFF_2013J_716314,Other
4917,716703,FFF,2013J,resource,,,FFF_2013J_716703,Content
4918,716880,FFF,2013J,url,2.0,2.0,FFF_2013J_716880,Content
4919,716348,FFF,2013J,oucontent,,,FFF_2013J_716348,Other
4920,716740,FFF,2013J,resource,,,FFF_2013J_716740,Content
4921,716909,FFF,2013J,url,18.0,18.0,FFF_2013J_716909,Content
4922,716378,FFF,2013J,ouwiki,,,FFF_2013J_716378,Other
4923,716770,FFF,2013J,resource,,,FFF_2013J_716770,Content
4924,716240,FFF,2013J,oucontent,1.0,1.0,FFF_2013J_716240,Other
4925,716941,FFF,2013J,url,23.0,23.0,FFF_2013J_716941,Content
4926,716454,FFF,2013J,questionnaire,24.0,24.0,FFF_2013J_716454,Assessment
4927,716812,FFF,2013J,resource,18.0,18.0,FFF_2013J_716812,Content
4928,716975,FFF,2013J,oucollaborate,,,FFF_2013J_716975,Other
4929,716279,FFF,2013J,oucontent,,,FFF_2013J_716279,Other
4930,716665,FFF,2013J,subpage,24.0,24.0,FFF_2013J_716665,Content
4931,716844,FFF,2013J,url,9.0,9.0,FFF_2013J_716844,Content
4932,716311,FFF,2013J,oucontent,1.0,1.0,FFF_2013J_716311,Other
4933,716699,FFF,2013J,resource,,,FFF_2013J_716699,Content
4934,716877,FFF,2013J,url,1.0,1.0,FFF_2013J_716877,Content
4935,716345,FFF,2013J,oucontent,15.0,15.0,FFF_2013J_716345,Other
4936,716736,FFF,2013J,resource,,,FFF_2013J_716736,Content
4937,716906,FFF,2013J,url,18.0,18.0,FFF_2013J_716906,Content
4938,716375,FFF,2013J,page,,,FFF_2013J_716375,Content
4939,716767,FFF,2013J,resource,11.0,11.0,FFF_2013J_716767,Content
4940,716237,FFF,2013J,folder,,,FFF_2013J_716237,Other
4941,716938,FFF,2013J,url,23.0,23.0,FFF_2013J_716938,Content
4942,716451,FFF,2013J,questionnaire,23.0,23.0,FFF_2013J_716451,Assessment
4943,716809,FFF,2013J,resource,18.0,18.0,FFF_2013J_716809,Content
4944,716972,FFF,2013J,url,,,FFF_2013J_716972,Content
4945,716276,FFF,2013J,oucontent,2.0,2.0,FFF_2013J_716276,Other
4946,716662,FFF,2013J,subpage,,,FFF_2013J_716662,Content
4947,716841,FFF,2013J,url,10.0,10.0,FFF_2013J_716841,Content
4948,716308,FFF,2013J,oucontent,26.0,26.0,FFF_2013J_716308,Other
4949,716696,FFF,2013J,resource,,,FFF_2013J_716696,Content
4950,716874,FFF,2013J,url,1.0,1.0,FFF_2013J_716874,Content
4951,716342,FFF,2013J,oucontent,,,FFF_2013J_716342,Other
4952,716733,FFF,2013J,resource,,,FFF_2013J_716733,Content
4953,716903,FFF,2013J,url,18.0,18.0,FFF_2013J_716903,Content
4954,716371,FFF,2013J,page,29.0,29.0,FFF_2013J_716371,Content
4955,716763,FFF,2013J,resource,13.0,13.0,FFF_2013J_716763,Content
4956,716221,FFF,2013J,forumng,,,FFF_2013J_716221,Discussion
4957,716935,FFF,2013J,url,23.0,23.0,FFF_2013J_716935,Content
4958,716448,FFF,2013J,questionnaire,19.0,19.0,FFF_2013J_716448,Assessment
4959,716806,FFF,2013J,resource,,,FFF_2013J_716806,Content
4960,716969,FFF,2013J,url,,,FFF_2013J_716969,Content
4961,716273,FFF,2013J,oucontent,15.0,15.0,FFF_2013J_716273,Other
4962,716659,FFF,2013J,subpage,19.0,19.0,FFF_2013J_716659,Content
4963,716838,FFF,2013J,resource,,,FFF_2013J_716838,Content
4964,716305,FFF,2013J,oucontent,6.0,6.0,FFF_2013J_716305,Other
4965,716693,FFF,2013J,resource,,,FFF_2013J_716693,Content
4966,716871,FFF,2013J,url,,,FFF_2013J_716871,Content
4967,716339,FFF,2013J,oucontent,27.0,27.0,FFF_2013J_716339,Other
4968,716729,FFF,2013J,resource,,,FFF_2013J_716729,Content
4969,716900,FFF,2013J,url,18.0,18.0,FFF_2013J_716900,Content
4970,716368,FFF,2013J,page,29.0,29.0,FFF_2013J_716368,Content
4971,716760,FFF,2013J,resource,,,FFF_2013J_716760,Content
4972,716217,FFF,2013J,forumng,,,FFF_2013J_716217,Discussion
4973,716932,FFF,2013J,url,22.0,22.0,FFF_2013J_716932,Content
4974,716445,FFF,2013J,questionnaire,5.0,5.0,FFF_2013J_716445,Assessment
4975,716803,FFF,2013J,resource,,,FFF_2013J_716803,Content
4976,716966,FFF,2013J,url,,,FFF_2013J_716966,Content
4977,716270,FFF,2013J,oucontent,,,FFF_2013J_716270,Other
4978,716656,FFF,2013J,subpage,6.0,6.0,FFF_2013J_716656,Content
4979,716835,FFF,2013J,resource,,,FFF_2013J_716835,Content
4980,717015,FFF,2013J,dataplus,,,FFF_2013J_717015,Other
4981,716302,FFF,2013J,oucontent,21.0,21.0,FFF_2013J_716302,Other
4982,716689,FFF,2013J,subpage,,,FFF_2013J_716689,Content
4983,716868,FFF,2013J,url,,,FFF_2013J_716868,Content
4984,716336,FFF,2013J,oucontent,11.0,11.0,FFF_2013J_716336,Other
4985,716726,FFF,2013J,resource,,,FFF_2013J_716726,Content
4986,716365,FFF,2013J,page,27.0,27.0,FFF_2013J_716365,Content
4987,716757,FFF,2013J,resource,,,FFF_2013J_716757,Content
4988,716929,FFF,2013J,url,22.0,22.0,FFF_2013J_716929,Content
4989,716442,FFF,2013J,questionnaire,27.0,27.0,FFF_2013J_716442,Assessment
4990,716798,FFF,2013J,resource,,,FFF_2013J_716798,Content
4991,716961,FFF,2013J,url,28.0,28.0,FFF_2013J_716961,Content
4992,716267,FFF,2013J,oucontent,28.0,28.0,FFF_2013J_716267,Other
4993,716653,FFF,2013J,subpage,4.0,4.0,FFF_2013J_716653,Content
4994,716832,FFF,2013J,resource,,,FFF_2013J_716832,Content
4995,716995,FFF,2013J,dualpane,5.0,5.0,FFF_2013J_716995,Other
4996,716299,FFF,2013J,oucontent,9.0,9.0,FFF_2013J_716299,Other
4997,716686,FFF,2013J,subpage,,,FFF_2013J_716686,Content
4998,716865,FFF,2013J,url,,,FFF_2013J_716865,Content
4999,716333,FFF,2013J,oucontent,10.0,10.0,FFF_2013J_716333,Other
5000,716723,FFF,2013J,resource,,,FFF_2013J_716723,Content
5001,716897,FFF,2013J,url,18.0,18.0,FFF_2013J_716897,Content
5002,716362,FFF,2013J,page,19.0,19.0,FFF_2013J_716362,Content
5003,716754,FFF,2013J,resource,15.0,15.0,FFF_2013J_716754,Content
5004,716926,FFF,2013J,url,21.0,21.0,FFF_2013J_716926,Content
5005,716439,FFF,2013J,quiz,10.0,10.0,FFF_2013J_716439,Assessment
5006,716794,FFF,2013J,resource,,,FFF_2013J_716794,Content
5007,716958,FFF,2013J,url,28.0,28.0,FFF_2013J_716958,Content
5008,716263,FFF,2013J,oucontent,,,FFF_2013J_716263,Other
5009,716650,FFF,2013J,subpage,2.0,2.0,FFF_2013J_716650,Content
5010,716829,FFF,2013J,resource,,,FFF_2013J_716829,Content
5011,716992,FFF,2013J,dualpane,9.0,9.0,FFF_2013J_716992,Other
5012,716296,FFF,2013J,oucontent,15.0,15.0,FFF_2013J_716296,Other
5013,716683,FFF,2013J,subpage,,,FFF_2013J_716683,Content
5014,716862,FFF,2013J,url,,,FFF_2013J_716862,Content
5015,716329,FFF,2013J,oucontent,11.0,11.0,FFF_2013J_716329,Other
5016,716720,FFF,2013J,resource,,,FFF_2013J_716720,Content
5017,716894,FFF,2013J,url,14.0,14.0,FFF_2013J_716894,Content
5018,716359,FFF,2013J,page,12.0,12.0,FFF_2013J_716359,Content
5019,716751,FFF,2013J,resource,,,FFF_2013J_716751,Content
5020,716923,FFF,2013J,url,21.0,21.0,FFF_2013J_716923,Content
5021,716436,FFF,2013J,quiz,10.0,10.0,FFF_2013J_716436,Assessment
5022,716791,FFF,2013J,resource,,,FFF_2013J_716791,Content
5023,716955,FFF,2013J,url,27.0,27.0,FFF_2013J_716955,Content
5024,716260,FFF,2013J,oucontent,27.0,27.0,FFF_2013J_716260,Other
5025,716647,FFF,2013J,subpage,,,FFF_2013J_716647,Content
5026,716826,FFF,2013J,resource,,,FFF_2013J_716826,Content
5027,716989,FFF,2013J,oucollaborate,,,FFF_2013J_716989,Other
